#  L TT            EE            BB            TE            PP            PT            PE           
1725 3.9750749e+02 1.1129342e+01 6.9597211e-02 -2.6864751e+01 2.7648776e-09 1.7036133e-07 8.7470434e-08
1726 3.9751048e+02 1.1035629e+01 6.9556601e-02 -2.6690557e+01 2.7622529e-09 1.7021428e-07 8.6106359e-08
1727 3.9750125e+02 1.0943008e+01 6.9515897e-02 -2.6512466e+01 2.7596323e-09 1.7012279e-07 8.4739285e-08
1728 3.9747912e+02 1.0851416e+01 6.9475060e-02 -2.6330582e+01 2.7570164e-09 1.7008649e-07 8.3369376e-08
1729 3.9744392e+02 1.0760965e+01 6.9434116e-02 -2.6145009e+01 2.7544039e-09 1.7010495e-07 8.1996767e-08
1730 3.9739568e+02 1.0671628e+01 6.9393026e-02 -2.5955783e+01 2.7517955e-09 1.7017787e-07 8.0621651e-08
1731 3.9733390e+02 1.0583412e+01 6.9351818e-02 -2.5763042e+01 2.7491911e-09 1.7030483e-07 7.9244176e-08
1732 3.9725861e+02 1.0496359e+01 6.9310451e-02 -2.5566858e+01 2.7465907e-09 1.7048550e-07 7.7864525e-08
1733 3.9716931e+02 1.0410511e+01 6.9268954e-02 -2.5367337e+01 2.7439950e-09 1.7071951e-07 7.6482861e-08
1734 3.9706603e+02 1.0325838e+01 6.9227288e-02 -2.5164548e+01 2.7414026e-09 1.7100644e-07 7.5099323e-08
1735 3.9694829e+02 1.0242384e+01 6.9185479e-02 -2.4958633e+01 2.7388143e-09 1.7134598e-07 7.3714103e-08
1736 3.9681681e+02 1.0160187e+01 6.9143490e-02 -2.4749697e+01 2.7362300e-09 1.7173770e-07 7.2327348e-08
1737 3.9667076e+02 1.0079255e+01 6.9101347e-02 -2.4537810e+01 2.7336496e-09 1.7218130e-07 7.0939239e-08
1738 3.9651019e+02 9.9995917e+00 6.9059013e-02 -2.4323150e+01 2.7310739e-09 1.7267639e-07 6.9549942e-08
1739 3.9633496e+02 9.9212385e+00 6.9016515e-02 -2.4105752e+01 2.7285015e-09 1.7322255e-07 6.8159596e-08
1740 3.9614511e+02 9.8442005e+00 6.8973814e-02 -2.3885759e+01 2.7259330e-09 1.7381946e-07 6.6768391e-08
1741 3.9594053e+02 9.7684826e+00 6.8930939e-02 -2.3663241e+01 2.7233685e-09 1.7446672e-07 6.5376476e-08
1742 3.9572092e+02 9.6941247e+00 6.8887852e-02 -2.3438375e+01 2.7208086e-09 1.7516402e-07 6.3984039e-08
1743 3.9548618e+02 9.6210964e+00 6.8844582e-02 -2.3211164e+01 2.7182520e-09 1.7591093e-07 6.2591221e-08
1744 3.9523599e+02 9.5494713e+00 6.8801089e-02 -2.2981750e+01 2.7156994e-09 1.7670707e-07 6.1198188e-08
1745 3.9497096e+02 9.4792186e+00 6.8757403e-02 -2.2750240e+01 2.7131506e-09 1.7755213e-07 5.9805119e-08
1746 3.9469010e+02 9.4103777e+00 6.8713486e-02 -2.2516741e+01 2.7106058e-09 1.7844568e-07 5.8412165e-08
1747 3.9439366e+02 9.3429172e+00 6.8669368e-02 -2.2281292e+01 2.7080655e-09 1.7938743e-07 5.7019511e-08
1748 3.9408204e+02 9.2769097e+00 6.8625009e-02 -2.2044102e+01 2.7055284e-09 1.8037694e-07 5.5627302e-08
1749 3.9375412e+02 9.2123238e+00 6.8580440e-02 -2.1805174e+01 2.7029953e-09 1.8141383e-07 5.4235702e-08
1750 3.9341100e+02 9.1491634e+00 6.8535623e-02 -2.1564687e+01 2.7004660e-09 1.8249779e-07 5.2844889e-08
1751 3.9305190e+02 9.0874649e+00 6.8490587e-02 -2.1322709e+01 2.6979413e-09 1.8362843e-07 5.1455023e-08
1752 3.9267723e+02 9.0272310e+00 6.8445296e-02 -2.1079385e+01 2.6954197e-09 1.8480518e-07 5.0066218e-08
1753 3.9228690e+02 8.9684642e+00 6.8399779e-02 -2.0834785e+01 2.6929020e-09 1.8602763e-07 4.8678624e-08
1754 3.9188067e+02 8.9111667e+00 6.8354000e-02 -2.0589016e+01 2.6903888e-09 1.8729527e-07 4.7292368e-08
1755 3.9145846e+02 8.8553745e+00 6.8307987e-02 -2.0342221e+01 2.6878789e-09 1.8860753e-07 4.5907563e-08
1756 3.9102068e+02 8.8010551e+00 6.8261705e-02 -2.0094436e+01 2.6853727e-09 1.8996397e-07 4.4524355e-08
1757 3.9056692e+02 8.7482449e+00 6.8215184e-02 -1.9845837e+01 2.6828704e-09 1.9136405e-07 4.3142861e-08
1758 3.9009728e+02 8.6969105e+00 6.8168387e-02 -1.9596495e+01 2.6803725e-09 1.9280734e-07 4.1763227e-08
1759 3.8961169e+02 8.6471075e+00 6.8121345e-02 -1.9346517e+01 2.6778778e-09 1.9429326e-07 4.0385565e-08
1760 3.8911059e+02 8.5988060e+00 6.8074021e-02 -1.9095975e+01 2.6753869e-09 1.9582131e-07 3.9010006e-08
1761 3.8859357e+02 8.5520138e+00 6.8026447e-02 -1.8845009e+01 2.6729004e-09 1.9739106e-07 3.7636692e-08
1762 3.8806074e+02 8.5067381e+00 6.7978586e-02 -1.8593690e+01 2.6704171e-09 1.9900194e-07 3.6265739e-08
1763 3.8751239e+02 8.4629788e+00 6.7930470e-02 -1.8342191e+01 2.6679376e-09 2.0065344e-07 3.4897276e-08
1764 3.8694827e+02 8.4207362e+00 6.7882063e-02 -1.8090550e+01 2.6654618e-09 2.0234512e-07 3.3531440e-08
1765 3.8636901e+02 8.3800165e+00 6.7833396e-02 -1.7838872e+01 2.6629905e-09 2.0407646e-07 3.2168361e-08
1766 3.8577438e+02 8.3408193e+00 6.7784433e-02 -1.7587327e+01 2.6605222e-09 2.0584690e-07 3.0808155e-08
1767 3.8516434e+02 8.3031406e+00 6.7735207e-02 -1.7335954e+01 2.6580577e-09 2.0765601e-07 2.9450963e-08
1768 3.8453935e+02 8.2669862e+00 6.7685682e-02 -1.7084889e+01 2.6555976e-09 2.0950328e-07 2.8096914e-08
1769 3.8389935e+02 8.2323515e+00 6.7635890e-02 -1.6834203e+01 2.6531406e-09 2.1138814e-07 2.6746127e-08
1770 3.8324447e+02 8.1992352e+00 6.7585795e-02 -1.6584032e+01 2.6506873e-09 2.1331016e-07 2.5398741e-08
1771 3.8257468e+02 8.1676358e+00 6.7535431e-02 -1.6334479e+01 2.6482384e-09 2.1526883e-07 2.4054884e-08
1772 3.8189010e+02 8.1375449e+00 6.7484762e-02 -1.6085579e+01 2.6457926e-09 2.1726359e-07 2.2714677e-08
1773 3.8119104e+02 8.1089604e+00 6.7433822e-02 -1.5837470e+01 2.6433504e-09 2.1929401e-07 2.1378257e-08
1774 3.8047728e+02 8.0818802e+00 6.7382574e-02 -1.5590252e+01 2.6409126e-09 2.2135955e-07 2.0045751e-08
1775 3.7974948e+02 8.0562984e+00 6.7331054e-02 -1.5343993e+01 2.6384779e-09 2.2345972e-07 1.8717288e-08
1776 3.7900709e+02 8.0322125e+00 6.7279224e-02 -1.5098828e+01 2.6360468e-09 2.2559399e-07 1.7392994e-08
1777 3.7825077e+02 8.0096129e+00 6.7227120e-02 -1.4854790e+01 2.6336201e-09 2.2776194e-07 1.6073005e-08
1778 3.7748064e+02 7.9884934e+00 6.7174706e-02 -1.4612014e+01 2.6311963e-09 2.2996297e-07 1.4757444e-08
1779 3.7669636e+02 7.9688472e+00 6.7122018e-02 -1.4370564e+01 2.6287763e-09 2.3219660e-07 1.3446440e-08
1780 3.7589875e+02 7.9506678e+00 6.7069018e-02 -1.4130575e+01 2.6263605e-09 2.3446240e-07 1.2140128e-08
1781 3.7508744e+02 7.9339448e+00 6.7015744e-02 -1.3892076e+01 2.6239477e-09 2.3675979e-07 1.0838630e-08
1782 3.7426292e+02 7.9186742e+00 6.6962160e-02 -1.3655235e+01 2.6215386e-09 2.3908827e-07 9.5420773e-09
1783 3.7342517e+02 7.9048455e+00 6.6908301e-02 -1.3420048e+01 2.6191337e-09 2.4144741e-07 8.2506018e-09
1784 3.7257469e+02 7.8924446e+00 6.6854131e-02 -1.3186646e+01 2.6167319e-09 2.4383663e-07 6.9643292e-09
1785 3.7171112e+02 7.8814669e+00 6.6799688e-02 -1.2955126e+01 2.6143342e-09 2.4625549e-07 5.6833903e-09
1786 3.7083530e+02 7.8718980e+00 6.6744937e-02 -1.2725517e+01 2.6119396e-09 2.4870340e-07 4.4079120e-09
1787 3.6994719e+02 7.8637264e+00 6.6689912e-02 -1.2497982e+01 2.6095485e-09 2.5117994e-07 3.1380256e-09
1788 3.6904665e+02 7.8569440e+00 6.6634581e-02 -1.2272516e+01 2.6071617e-09 2.5368461e-07 1.8738595e-09
1789 3.6813432e+02 7.8515356e+00 6.6578979e-02 -1.2049281e+01 2.6047778e-09 2.5621682e-07 6.1554216e-10
1790 3.6721038e+02 7.8474892e+00 6.6523071e-02 -1.1828270e+01 2.6023975e-09 2.5877616e-07 -6.3679677e-10
1791 3.6627448e+02 7.8447961e+00 6.6466896e-02 -1.1609611e+01 2.6000214e-09 2.6136212e-07 -1.8830287e-09
1792 3.6532746e+02 7.8434341e+00 6.6410417e-02 -1.1393363e+01 2.5976483e-09 2.6397412e-07 -3.1230239e-09
1793 3.6436932e+02 7.8433943e+00 6.6353674e-02 -1.1179618e+01 2.5952793e-09 2.6661177e-07 -4.3566545e-09
1794 3.6339990e+02 7.8446573e+00 6.6296630e-02 -1.0968435e+01 2.5929133e-09 2.6927448e-07 -5.5837904e-09
1795 3.6241987e+02 7.8472169e+00 6.6239324e-02 -1.0759872e+01 2.5905507e-09 2.7196175e-07 -6.8043022e-09
1796 3.6142908e+02 7.8510505e+00 6.6181722e-02 -1.0553988e+01 2.5881924e-09 2.7467317e-07 -8.0180632e-09
1797 3.6042818e+02 7.8561450e+00 6.6123862e-02 -1.0350903e+01 2.5858369e-09 2.7740814e-07 -9.2249419e-09
1798 3.5941703e+02 7.8624806e+00 6.6065709e-02 -1.0150675e+01 2.5834856e-09 2.8016623e-07 -1.0424811e-08
1799 3.5839629e+02 7.8700473e+00 6.6007301e-02 -9.9532938e+00 2.5811372e-09 2.8294684e-07 -1.1617539e-08
1800 3.5736581e+02 7.8788217e+00 6.5948606e-02 -9.7589128e+00 2.5787922e-09 2.8574955e-07 -1.2802999e-08
1801 3.5632626e+02 7.8887902e+00 6.5889662e-02 -9.5675496e+00 2.5764514e-09 2.8857387e-07 -1.3981075e-08
1802 3.5527782e+02 7.8999358e+00 6.5830434e-02 -9.3792716e+00 2.5741135e-09 2.9141914e-07 -1.5151692e-08
1803 3.5422052e+02 7.9122380e+00 6.5770961e-02 -9.1941446e+00 2.5717796e-09 2.9428494e-07 -1.6314799e-08
1804 3.5315485e+02 7.9256795e+00 6.5711210e-02 -9.0122213e+00 2.5694487e-09 2.9717063e-07 -1.7470331e-08
1805 3.5208115e+02 7.9402397e+00 6.5651221e-02 -8.8335501e+00 2.5671211e-09 3.0007563e-07 -1.8618230e-08
1806 3.5099963e+02 7.9559011e+00 6.5590959e-02 -8.6581856e+00 2.5647977e-09 3.0299949e-07 -1.9758444e-08
1807 3.4991028e+02 7.9726426e+00 6.5530463e-02 -8.4861751e+00 2.5624771e-09 3.0594157e-07 -2.0890909e-08
1808 3.4881365e+02 7.9904434e+00 6.5469702e-02 -8.3175681e+00 2.5601605e-09 3.0890137e-07 -2.2015571e-08
1809 3.4770974e+02 8.0092856e+00 6.5408713e-02 -8.1524170e+00 2.5578468e-09 3.1187823e-07 -2.3132363e-08
1810 3.4659907e+02 8.0291478e+00 6.5347464e-02 -7.9907668e+00 2.5555371e-09 3.1487174e-07 -2.4241239e-08
1811 3.4548165e+02 8.0500088e+00 6.5285995e-02 -7.8326589e+00 2.5532303e-09 3.1788123e-07 -2.5342131e-08
1812 3.4435802e+02 8.0718441e+00 6.5224273e-02 -7.6781306e+00 2.5509269e-09 3.2090614e-07 -2.6434981e-08
1813 3.4322818e+02 8.0946385e+00 6.5162338e-02 -7.5272251e+00 2.5486274e-09 3.2394604e-07 -2.7519740e-08
1814 3.4209266e+02 8.1183671e+00 6.5100156e-02 -7.3799816e+00 2.5463308e-09 3.2700025e-07 -2.8596341e-08
1815 3.4095180e+02 8.1430084e+00 6.5037768e-02 -7.2364352e+00 2.5440382e-09 3.3006830e-07 -2.9664731e-08
1816 3.3980579e+02 8.1685405e+00 6.4975142e-02 -7.0966206e+00 2.5417484e-09 3.3314951e-07 -3.0724842e-08
1817 3.3865498e+02 8.1949417e+00 6.4912318e-02 -6.9605779e+00 2.5394625e-09 3.3624349e-07 -3.1776630e-08
1818 3.3749957e+02 8.2221899e+00 6.4849262e-02 -6.8283339e+00 2.5371795e-09 3.3934956e-07 -3.2820025e-08
1819 3.3633991e+02 8.2502600e+00 6.4786016e-02 -6.6999179e+00 2.5349004e-09 3.4246724e-07 -3.3854978e-08
1820 3.3517619e+02 8.2791304e+00 6.4722548e-02 -6.5753586e+00 2.5326240e-09 3.4559585e-07 -3.4881417e-08
1821 3.3400875e+02 8.3087624e+00 6.4658897e-02 -6.4546837e+00 2.5303517e-09 3.4873501e-07 -3.5899300e-08
1822 3.3283812e+02 8.3391723e+00 6.4595032e-02 -6.3379172e+00 2.5280820e-09 3.5188404e-07 -3.6908558e-08
1823 3.3166400e+02 8.3703092e+00 6.4530993e-02 -6.2250885e+00 2.5258163e-09 3.5504246e-07 -3.7909139e-08
1824 3.3048692e+02 8.4021324e+00 6.4466749e-02 -6.1162201e+00 2.5235534e-09 3.5820958e-07 -3.8900973e-08
1825 3.2930753e+02 8.4346315e+00 6.4402340e-02 -6.0113244e+00 2.5212938e-09 3.6138499e-07 -3.9884015e-08
1826 3.2812572e+02 8.4678290e+00 6.4337734e-02 -5.9104226e+00 2.5190381e-09 3.6456813e-07 -4.0858206e-08
1827 3.2694182e+02 8.5016198e+00 6.4272973e-02 -5.8135225e+00 2.5167851e-09 3.6775831e-07 -4.1823475e-08
1828 3.2575636e+02 8.5360264e+00 6.4208023e-02 -5.7206377e+00 2.5145360e-09 3.7095514e-07 -4.2779781e-08
1829 3.2456967e+02 8.5710381e+00 6.4142928e-02 -5.6317838e+00 2.5122897e-09 3.7415795e-07 -4.3727052e-08
1830 3.2338164e+02 8.6066138e+00 6.4077654e-02 -5.5469729e+00 2.5100472e-09 3.7736626e-07 -4.4665240e-08
1831 3.2219323e+02 8.6427123e+00 6.4012244e-02 -5.4662100e+00 2.5078074e-09 3.8057939e-07 -4.5594271e-08
1832 3.2100434e+02 8.6793243e+00 6.3946664e-02 -5.3895025e+00 2.5055712e-09 3.8379696e-07 -4.6514107e-08
1833 3.1981530e+02 8.7164073e+00 6.3880958e-02 -5.3168575e+00 2.5033380e-09 3.8701827e-07 -4.7424675e-08
1834 3.1862630e+02 8.7539835e+00 6.3815092e-02 -5.2482745e+00 2.5011086e-09 3.9024287e-07 -4.8325927e-08
1835 3.1743769e+02 8.7919796e+00 6.3749110e-02 -5.1837593e+00 2.4988819e-09 3.9347006e-07 -4.9217787e-08
1836 3.1624998e+02 8.8303860e+00 6.3682978e-02 -5.1233102e+00 2.4966590e-09 3.9669947e-07 -5.0100221e-08
1837 3.1506286e+02 8.8691925e+00 6.3616740e-02 -5.0669311e+00 2.4944388e-09 3.9993040e-07 -5.0973153e-08
1838 3.1387718e+02 8.9083575e+00 6.3550362e-02 -5.0146193e+00 2.4922225e-09 4.0316239e-07 -5.1836535e-08
1839 3.1269263e+02 8.9478713e+00 6.3483888e-02 -4.9663712e+00 2.4900093e-09 4.0639484e-07 -5.2690305e-08
1840 3.1151004e+02 8.9876923e+00 6.3417284e-02 -4.9221765e+00 2.4877988e-09 4.0962710e-07 -5.3534391e-08
1841 3.1032942e+02 9.0278115e+00 6.3350595e-02 -4.8820273e+00 2.4855921e-09 4.1285880e-07 -5.4368760e-08
1842 3.0915096e+02 9.0681554e+00 6.3283787e-02 -4.8459119e+00 2.4833880e-09 4.1608925e-07 -5.5193335e-08
1843 3.0797530e+02 9.1087771e+00 6.3216903e-02 -4.8138212e+00 2.4811878e-09 4.1931798e-07 -5.6008069e-08
1844 3.0680233e+02 9.1496038e+00 6.3149910e-02 -4.7857451e+00 2.4789901e-09 4.2254429e-07 -5.6812886e-08
1845 3.0563237e+02 9.1905947e+00 6.3082853e-02 -4.7616670e+00 2.4767962e-09 4.2576782e-07 -5.7607753e-08
1846 3.0446591e+02 9.2317711e+00 6.3015697e-02 -4.7415756e+00 2.4746049e-09 4.2898787e-07 -5.8392593e-08
1847 3.0330329e+02 9.2730915e+00 6.2948488e-02 -4.7254531e+00 2.4724174e-09 4.3220399e-07 -5.9167359e-08
1848 3.0214406e+02 9.3145154e+00 6.2881191e-02 -4.7132776e+00 2.4702324e-09 4.3541546e-07 -5.9931974e-08
1849 3.0098919e+02 9.3560333e+00 6.2813850e-02 -4.7050332e+00 2.4680512e-09 4.3862194e-07 -6.0686407e-08
1850 2.9983853e+02 9.3976042e+00 6.2746432e-02 -4.7006967e+00 2.4658726e-09 4.4182271e-07 -6.1430578e-08
1851 2.9869240e+02 9.4392188e+00 6.2678981e-02 -4.7002536e+00 2.4636977e-09 4.4501737e-07 -6.2164454e-08
1852 2.9755131e+02 9.4808356e+00 6.2611465e-02 -4.7036768e+00 2.4615254e-09 4.4820542e-07 -6.2888000e-08
1853 2.9641494e+02 9.5224772e+00 6.2543926e-02 -4.7109383e+00 2.4593568e-09 4.5138680e-07 -6.3601246e-08
1854 2.9528410e+02 9.5640401e+00 6.2476331e-02 -4.7220068e+00 2.4571913e-09 4.5456110e-07 -6.4304176e-08
1855 2.9415878e+02 9.6055780e+00 6.2408725e-02 -4.7368442e+00 2.4550284e-09 4.5772800e-07 -6.4996781e-08
1856 2.9303947e+02 9.6470181e+00 6.2341074e-02 -4.7554239e+00 2.4528691e-09 4.6088731e-07 -6.5679074e-08
1857 2.9192587e+02 9.6883832e+00 6.2273423e-02 -4.7777098e+00 2.4507124e-09 4.6403857e-07 -6.6351031e-08
1858 2.9081878e+02 9.7296020e+00 6.2205737e-02 -4.8036650e+00 2.4485594e-09 4.6718173e-07 -6.7012682e-08
1859 2.8971786e+02 9.7706659e+00 6.2138061e-02 -4.8332553e+00 2.4464089e-09 4.7031632e-07 -6.7664003e-08
1860 2.8862424e+02 9.8115650e+00 6.2070361e-02 -4.8664428e+00 2.4442621e-09 4.7344218e-07 -6.8305007e-08
1861 2.8753697e+02 9.8522908e+00 6.2002682e-02 -4.9031862e+00 2.4421183e-09 4.7655897e-07 -6.8935686e-08
1862 2.8645715e+02 9.8927728e+00 6.1934989e-02 -4.9434435e+00 2.4399771e-09 4.7966627e-07 -6.9556023e-08
1863 2.8538476e+02 9.9330326e+00 6.1867328e-02 -4.9871785e+00 2.4378395e-09 4.8276404e-07 -7.0166047e-08
1864 2.8431998e+02 9.9730620e+00 6.1799663e-02 -5.0343481e+00 2.4357044e-09 4.8585180e-07 -7.0765735e-08
1865 2.8326279e+02 1.0012760e+01 6.1732041e-02 -5.0849091e+00 2.4335730e-09 4.8892940e-07 -7.1355100e-08
1866 2.8221337e+02 1.0052180e+01 6.1664426e-02 -5.1388175e+00 2.4314446e-09 4.9199649e-07 -7.1934134e-08
1867 2.8117230e+02 1.0091283e+01 6.1596862e-02 -5.1960291e+00 2.4293187e-09 4.9505266e-07 -7.2502817e-08
1868 2.8013975e+02 1.0130029e+01 6.1529317e-02 -5.2564901e+00 2.4271964e-09 4.9809786e-07 -7.3061184e-08
1869 2.7911538e+02 1.0168411e+01 6.1461834e-02 -5.3201555e+00 2.4250765e-09 5.0113163e-07 -7.3609206e-08
1870 2.7809998e+02 1.0206420e+01 6.1394379e-02 -5.3869735e+00 2.4229603e-09 5.0415380e-07 -7.4146901e-08
1871 2.7709351e+02 1.0244018e+01 6.1326996e-02 -5.4568923e+00 2.4208465e-09 5.0716390e-07 -7.4674240e-08
1872 2.7609583e+02 1.0281197e+01 6.1259651e-02 -5.5298623e+00 2.4187364e-09 5.1016189e-07 -7.5191257e-08
1873 2.7510752e+02 1.0317949e+01 6.1192388e-02 -5.6058308e+00 2.4166292e-09 5.1314735e-07 -7.5697934e-08
1874 2.7412842e+02 1.0354206e+01 6.1125173e-02 -5.6847445e+00 2.4145245e-09 5.1611995e-07 -7.6194260e-08
1875 2.7315912e+02 1.0389991e+01 6.1058050e-02 -5.7665441e+00 2.4124233e-09 5.1907952e-07 -7.6680252e-08
1876 2.7219945e+02 1.0425265e+01 6.0990984e-02 -5.8511757e+00 2.4103251e-09 5.2202570e-07 -7.7155900e-08
1877 2.7124968e+02 1.0460053e+01 6.0924020e-02 -5.9385821e+00 2.4082294e-09 5.2495809e-07 -7.7621184e-08
1878 2.7030997e+02 1.0494285e+01 6.0857123e-02 -6.0287058e+00 2.4061372e-09 5.2787665e-07 -7.8076139e-08
1879 2.6938026e+02 1.0527955e+01 6.0790338e-02 -6.1214889e+00 2.4040474e-09 5.3078091e-07 -7.8520737e-08
1880 2.6846071e+02 1.0561087e+01 6.0723628e-02 -6.2168734e+00 2.4019612e-09 5.3367070e-07 -7.8954995e-08
1881 2.6755187e+02 1.0593583e+01 6.0657039e-02 -6.3148008e+00 2.3998779e-09 5.3654567e-07 -7.9378903e-08
1882 2.6665357e+02 1.0625498e+01 6.0590535e-02 -6.4152094e+00 2.3977970e-09 5.3940541e-07 -7.9792439e-08
1883 2.6576578e+02 1.0656792e+01 6.0524161e-02 -6.5180375e+00 2.3957197e-09 5.4224989e-07 -8.0195642e-08
1884 2.6488863e+02 1.0687462e+01 6.0457881e-02 -6.6232285e+00 2.3936452e-09 5.4507870e-07 -8.0588490e-08
1885 2.6402235e+02 1.0717440e+01 6.0391740e-02 -6.7307231e+00 2.3915732e-09 5.4789148e-07 -8.0970973e-08
1886 2.6316739e+02 1.0746752e+01 6.0325701e-02 -6.8404525e+00 2.3895047e-09 5.5068807e-07 -8.1343108e-08
1887 2.6232309e+02 1.0775390e+01 6.0259810e-02 -6.9523629e+00 2.3874385e-09 5.5346800e-07 -8.1704866e-08
1888 2.6149018e+02 1.0803318e+01 6.0194029e-02 -7.0663821e+00 2.3853758e-09 5.5623123e-07 -8.2056284e-08
1889 2.6066829e+02 1.0830532e+01 6.0128404e-02 -7.1824440e+00 2.3833160e-09 5.5897735e-07 -8.2397341e-08
1890 2.5985786e+02 1.0857026e+01 6.0062898e-02 -7.3004821e+00 2.3812586e-09 5.6170601e-07 -8.2728026e-08
1891 2.5905880e+02 1.0882764e+01 5.9997556e-02 -7.4204300e+00 2.3792046e-09 5.6441705e-07 -8.3048358e-08
1892 2.5827154e+02 1.0907743e+01 5.9932341e-02 -7.5422149e+00 2.3771535e-09 5.6711012e-07 -8.3358325e-08
1893 2.5749572e+02 1.0931956e+01 5.9867297e-02 -7.6657731e+00 2.3751048e-09 5.6978480e-07 -8.3657907e-08
1894 2.5673145e+02 1.0955398e+01 5.9802389e-02 -7.7910375e+00 2.3730595e-09 5.7244106e-07 -8.3947141e-08
1895 2.5597896e+02 1.0978065e+01 5.9737659e-02 -7.9179352e+00 2.3710171e-09 5.7507850e-07 -8.4226007e-08
1896 2.5523835e+02 1.0999922e+01 5.9673071e-02 -8.0464019e+00 2.3689769e-09 5.7769675e-07 -8.4494494e-08
1897 2.5450954e+02 1.1020966e+01 5.9608669e-02 -8.1763731e+00 2.3669403e-09 5.8029566e-07 -8.4752620e-08
1898 2.5379266e+02 1.1041163e+01 5.9544417e-02 -8.3077815e+00 2.3649065e-09 5.8287488e-07 -8.5000373e-08
1899 2.5308760e+02 1.1060539e+01 5.9480358e-02 -8.4405598e+00 2.3628749e-09 5.8543398e-07 -8.5237733e-08
1900 2.5239478e+02 1.1079058e+01 5.9416454e-02 -8.5746372e+00 2.3608468e-09 5.8797296e-07 -8.5464739e-08
1901 2.5171352e+02 1.1096720e+01 5.9352751e-02 -8.7099495e+00 2.3588215e-09 5.9049140e-07 -8.5681375e-08
1902 2.5104451e+02 1.1113489e+01 5.9289210e-02 -8.8464261e+00 2.3567985e-09 5.9298902e-07 -8.5887662e-08
1903 2.5038735e+02 1.1129423e+01 5.9225874e-02 -8.9839871e+00 2.3547789e-09 5.9546577e-07 -8.6083659e-08
1904 2.4974245e+02 1.1144428e+01 5.9162708e-02 -9.1226041e+00 2.3527621e-09 5.9792138e-07 -8.6269391e-08
1905 2.4910941e+02 1.1158563e+01 5.9099753e-02 -9.2621439e+00 2.3507476e-09 6.0035551e-07 -8.6444876e-08
1906 2.4848863e+02 1.1171793e+01 5.9036973e-02 -9.4025778e+00 2.3487365e-09 6.0276826e-07 -8.6610193e-08
1907 2.4787970e+02 1.1184116e+01 5.8974411e-02 -9.5438468e+00 2.3467281e-09 6.0515929e-07 -8.6765357e-08
1908 2.4728272e+02 1.1195530e+01 5.8912028e-02 -9.6858334e+00 2.3447226e-09 6.0752840e-07 -8.6910407e-08
1909 2.4669817e+02 1.1206032e+01 5.8849868e-02 -9.8285082e+00 2.3427193e-09 6.0987532e-07 -8.7045369e-08
1910 2.4612554e+02 1.1215592e+01 5.8787894e-02 -9.9718126e+00 2.3407193e-09 6.1220001e-07 -8.7170302e-08
1911 2.4556474e+02 1.1224208e+01 5.8726147e-02 -1.0115630e+01 2.3387222e-09 6.1450220e-07 -8.7285232e-08
1912 2.4501613e+02 1.1231906e+01 5.8664590e-02 -1.0259901e+01 2.3367272e-09 6.1678154e-07 -8.7390175e-08
1913 2.4447932e+02 1.1238657e+01 5.8603266e-02 -1.0404598e+01 2.3347356e-09 6.1903813e-07 -8.7485212e-08
1914 2.4395438e+02 1.1244458e+01 5.8542136e-02 -1.0549602e+01 2.3327468e-09 6.2127164e-07 -8.7570357e-08
1915 2.4344148e+02 1.1249310e+01 5.8481243e-02 -1.0694886e+01 2.3307602e-09 6.2348179e-07 -8.7645639e-08
1916 2.4294041e+02 1.1253180e+01 5.8420548e-02 -1.0840362e+01 2.3287769e-09 6.2566854e-07 -8.7711116e-08
1917 2.4245105e+02 1.1256129e+01 5.8360095e-02 -1.0985942e+01 2.3267963e-09 6.2783161e-07 -8.7766813e-08
1918 2.4197348e+02 1.1258094e+01 5.8299843e-02 -1.1131599e+01 2.3248185e-09 6.2997081e-07 -8.7812769e-08
1919 2.4150784e+02 1.1259136e+01 5.8239836e-02 -1.1277217e+01 2.3228429e-09 6.3208581e-07 -8.7849000e-08
1920 2.4105365e+02 1.1259194e+01 5.8180034e-02 -1.1422767e+01 2.3208706e-09 6.3417669e-07 -8.7875585e-08
1921 2.4061105e+02 1.1258300e+01 5.8120480e-02 -1.1568162e+01 2.3189010e-09 6.3624312e-07 -8.7892541e-08
1922 2.4018012e+02 1.1256423e+01 5.8061134e-02 -1.1713347e+01 2.3169341e-09 6.3828490e-07 -8.7899904e-08
1923 2.3976042e+02 1.1253620e+01 5.8002039e-02 -1.1858234e+01 2.3149694e-09 6.4030177e-07 -8.7897703e-08
1924 2.3935261e+02 1.1249864e+01 5.7943155e-02 -1.2002769e+01 2.3130080e-09 6.4229367e-07 -8.7885994e-08
1925 2.3895567e+02 1.1245127e+01 5.7884524e-02 -1.2146892e+01 2.3110493e-09 6.4426034e-07 -8.7864805e-08
1926 2.3856996e+02 1.1239437e+01 5.7826107e-02 -1.2290550e+01 2.3090927e-09 6.4620143e-07 -8.7834152e-08
1927 2.3819562e+02 1.1232797e+01 5.7767945e-02 -1.2433628e+01 2.3071394e-09 6.4811704e-07 -8.7794115e-08
1928 2.3783214e+02 1.1225206e+01 5.7709999e-02 -1.2576128e+01 2.3051888e-09 6.5000684e-07 -8.7744709e-08
1929 2.3747965e+02 1.1216637e+01 5.7652310e-02 -1.2717937e+01 2.3032408e-09 6.5187063e-07 -8.7685972e-08
1930 2.3713821e+02 1.1207121e+01 5.7594837e-02 -1.2859000e+01 2.3012950e-09 6.5370813e-07 -8.7617932e-08
