#  L TT            EE            BB            TE            PP            PT            PE           
2168 1.6219420e+02 5.5322313e+00 4.6497037e-02 -2.8090831e+00 1.9040837e-09 3.8581349e-07 3.5690339e-08
2169 1.6153477e+02 5.5476847e+00 4.6447094e-02 -2.7994995e+00 1.9026545e-09 3.8332612e-07 3.6000662e-08
2170 1.6087831e+02 5.5631250e+00 4.6397141e-02 -2.7916820e+00 1.9012266e-09 3.8084450e-07 3.6305896e-08
2171 1.6022450e+02 5.5785378e+00 4.6347233e-02 -2.7856157e+00 1.8998005e-09 3.7836893e-07 3.6606043e-08
2172 1.5957397e+02 5.5939183e+00 4.6297318e-02 -2.7812845e+00 1.8983761e-09 3.7589960e-07 3.6901097e-08
2173 1.5892640e+02 5.6092523e+00 4.6247453e-02 -2.7786736e+00 1.8969534e-09 3.7343671e-07 3.7191051e-08
2174 1.5828222e+02 5.6245328e+00 4.6197586e-02 -2.7777663e+00 1.8955329e-09 3.7098049e-07 3.7475904e-08
2175 1.5764133e+02 5.6397479e+00 4.6147773e-02 -2.7785469e+00 1.8941137e-09 3.6853106e-07 3.7755640e-08
2176 1.5700390e+02 5.6548884e+00 4.6097962e-02 -2.7809985e+00 1.8926962e-09 3.6608864e-07 3.8030258e-08
2177 1.5636987e+02 5.6699472e+00 4.6048210e-02 -2.7851044e+00 1.8912804e-09 3.6365344e-07 3.8299751e-08
2178 1.5573940e+02 5.6849104e+00 4.5998466e-02 -2.7908477e+00 1.8898669e-09 3.6122574e-07 3.8564123e-08
2179 1.5511263e+02 5.6997711e+00 4.5948783e-02 -2.7982111e+00 1.8884545e-09 3.5880556e-07 3.8823347e-08
2180 1.5448974e+02 5.7145180e+00 4.5899113e-02 -2.8071767e+00 1.8870439e-09 3.5639318e-07 3.9077429e-08
2181 1.5387040e+02 5.7291420e+00 4.5849510e-02 -2.8177265e+00 1.8856350e-09 3.5398880e-07 3.9326360e-08
2182 1.5325525e+02 5.7436339e+00 4.5799923e-02 -2.8298402e+00 1.8842279e-09 3.5159262e-07 3.9570135e-08
2183 1.5264395e+02 5.7579869e+00 4.5750407e-02 -2.8434967e+00 1.8828228e-09 3.4920486e-07 3.9808752e-08
2184 1.5203692e+02 5.7721900e+00 4.5700912e-02 -2.8586750e+00 1.8814191e-09 3.4682565e-07 4.0042195e-08
2185 1.5143384e+02 5.7862341e+00 4.5651492e-02 -2.8753536e+00 1.8800170e-09 3.4445521e-07 4.0270463e-08
2186 1.5083508e+02 5.8001127e+00 4.5602097e-02 -2.8935106e+00 1.8786167e-09 3.4209375e-07 4.0493550e-08
2187 1.5024079e+02 5.8138148e+00 4.5552782e-02 -2.9131244e+00 1.8772185e-09 3.3974154e-07 4.0711459e-08
2188 1.4965068e+02 5.8273340e+00 4.5503496e-02 -2.9341731e+00 1.8758215e-09 3.3739862e-07 4.0924164e-08
2189 1.4906511e+02 5.8406592e+00 4.5454294e-02 -2.9566337e+00 1.8744262e-09 3.3506525e-07 4.1131668e-08
2190 1.4848422e+02 5.8537865e+00 4.5405125e-02 -2.9804834e+00 1.8730326e-09 3.3274164e-07 4.1333966e-08
2191 1.4790772e+02 5.8667007e+00 4.5356044e-02 -3.0056998e+00 1.8716412e-09 3.3042802e-07 4.1531055e-08
2192 1.4733597e+02 5.8794001e+00 4.5307000e-02 -3.0322591e+00 1.8702510e-09 3.2812451e-07 4.1722921e-08
2193 1.4676889e+02 5.8918719e+00 4.5258048e-02 -3.0601382e+00 1.8688625e-09 3.2583133e-07 4.1909560e-08
2194 1.4620642e+02 5.9041101e+00 4.5209137e-02 -3.0893137e+00 1.8674756e-09 3.2354870e-07 4.2090968e-08
2195 1.4564888e+02 5.9161064e+00 4.5160322e-02 -3.1197612e+00 1.8660909e-09 3.2127687e-07 4.2267147e-08
2196 1.4509643e+02 5.9278528e+00 4.5111552e-02 -3.1514547e+00 1.8647074e-09 3.1901590e-07 4.2438072e-08
2197 1.4454876e+02 5.9393433e+00 4.5062882e-02 -3.1843684e+00 1.8633256e-09 3.1676604e-07 4.2603746e-08
2198 1.4400602e+02 5.9505702e+00 4.5014260e-02 -3.2184732e+00 1.8619454e-09 3.1452751e-07 4.2764162e-08
2199 1.4346833e+02 5.9615275e+00 4.4965742e-02 -3.2537457e+00 1.8605674e-09 3.1230052e-07 4.2919321e-08
2200 1.4293583e+02 5.9722076e+00 4.4917276e-02 -3.2901567e+00 1.8591906e-09 3.1008520e-07 4.3069204e-08
2201 1.4240842e+02 5.9826048e+00 4.4868917e-02 -3.3276817e+00 1.8578154e-09 3.0788178e-07 4.3213815e-08
2202 1.4188626e+02 5.9927116e+00 4.4820614e-02 -3.3662891e+00 1.8564423e-09 3.0569044e-07 4.3353181e-08
2203 1.4136922e+02 6.0025226e+00 4.4772422e-02 -3.4059561e+00 1.8550705e-09 3.0351114e-07 4.3487300e-08
2204 1.4085768e+02 6.0120304e+00 4.4724289e-02 -3.4466532e+00 1.8537003e-09 3.0134407e-07 4.3616202e-08
2205 1.4035130e+02 6.0212296e+00 4.4676270e-02 -3.4883530e+00 1.8523317e-09 2.9918932e-07 4.3739907e-08
2206 1.3985025e+02 6.0301152e+00 4.4628314e-02 -3.5310322e+00 1.8509653e-09 2.9704706e-07 4.3858441e-08
2207 1.3935462e+02 6.0386779e+00 4.4580475e-02 -3.5746610e+00 1.8496000e-09 2.9491730e-07 4.3971812e-08
2208 1.3886434e+02 6.0469129e+00 4.4532701e-02 -3.6192117e+00 1.8482364e-09 2.9280019e-07 4.4080046e-08
2209 1.3837950e+02 6.0548152e+00 4.4485049e-02 -3.6646566e+00 1.8468744e-09 2.9069584e-07 4.4183163e-08
2210 1.3790026e+02 6.0623800e+00 4.4437465e-02 -3.7109678e+00 1.8455145e-09 2.8860443e-07 4.4281192e-08
2211 1.3742628e+02 6.0696027e+00 4.4390005e-02 -3.7581153e+00 1.8441558e-09 2.8652592e-07 4.4374133e-08
2212 1.3695791e+02 6.0764786e+00 4.4342616e-02 -3.8060711e+00 1.8427988e-09 2.8446049e-07 4.4462016e-08
2213 1.3649503e+02 6.0829990e+00 4.4295355e-02 -3.8548030e+00 1.8414438e-09 2.8240828e-07 4.4544867e-08
2214 1.3603780e+02 6.0891660e+00 4.4248167e-02 -3.9042850e+00 1.8400900e-09 2.8036933e-07 4.4622694e-08
2215 1.3558586e+02 6.0949709e+00 4.4201109e-02 -3.9544869e+00 1.8387378e-09 2.7834378e-07 4.4695522e-08
2216 1.3513978e+02 6.1004095e+00 4.4154129e-02 -4.0053762e+00 1.8373872e-09 2.7633174e-07 4.4763372e-08
2217 1.3469922e+02 6.1054799e+00 4.4107280e-02 -4.0569271e+00 1.8360387e-09 2.7433338e-07 4.4826274e-08
2218 1.3426433e+02 6.1101779e+00 4.4060511e-02 -4.1091069e+00 1.8346914e-09 2.7234867e-07 4.4884226e-08
2219 1.3383475e+02 6.1144996e+00 4.4013877e-02 -4.1618876e+00 1.8333457e-09 2.7037780e-07 4.4937259e-08
2220 1.3341106e+02 6.1184434e+00 4.3967325e-02 -4.2152407e+00 1.8320020e-09 2.6842089e-07 4.4985398e-08
2221 1.3299290e+02 6.1220032e+00 4.3920910e-02 -4.2691361e+00 1.8306595e-09 2.6647798e-07 4.5028652e-08
2222 1.3258041e+02 6.1251775e+00 4.3874579e-02 -4.3235413e+00 1.8293187e-09 2.6454923e-07 4.5067047e-08
2223 1.3217366e+02 6.1279649e+00 4.3828388e-02 -4.3784303e+00 1.8279798e-09 2.6263480e-07 4.5100613e-08
2224 1.3177237e+02 6.1303598e+00 4.3782283e-02 -4.4337705e+00 1.8266421e-09 2.6073466e-07 4.5129348e-08
2225 1.3137683e+02 6.1323588e+00 4.3736320e-02 -4.4895360e+00 1.8253061e-09 2.5884900e-07 4.5153283e-08
2226 1.3098674e+02 6.1339630e+00 4.3690445e-02 -4.5456942e+00 1.8239716e-09 2.5697791e-07 4.5172438e-08
2227 1.3060238e+02 6.1351647e+00 4.3644714e-02 -4.6022173e+00 1.8226391e-09 2.5512154e-07 4.5186837e-08
2228 1.3022369e+02 6.1359652e+00 4.3599073e-02 -4.6590769e+00 1.8213078e-09 2.5327992e-07 4.5196491e-08
2229 1.2985029e+02 6.1363615e+00 4.3553577e-02 -4.7162411e+00 1.8199781e-09 2.5145320e-07 4.5201424e-08
2230 1.2948274e+02 6.1363507e+00 4.3508173e-02 -4.7736817e+00 1.8186505e-09 2.4964155e-07 4.5201667e-08
2231 1.2912069e+02 6.1359320e+00 4.3462916e-02 -4.8313689e+00 1.8173239e-09 2.4784494e-07 4.5197218e-08
2232 1.2876426e+02 6.1351050e+00 4.3417753e-02 -4.8892746e+00 1.8159990e-09 2.4606356e-07 4.5188108e-08
2233 1.2841310e+02 6.1338667e+00 4.3372738e-02 -4.9473691e+00 1.8146760e-09 2.4429753e-07 4.5174362e-08
2234 1.2806776e+02 6.1322210e+00 4.3327818e-02 -5.0056226e+00 1.8133542e-09 2.4254690e-07 4.5155989e-08
2235 1.2772766e+02 6.1301633e+00 4.3283049e-02 -5.0640055e+00 1.8120340e-09 2.4081181e-07 4.5133014e-08
2236 1.2739334e+02 6.1276975e+00 4.3238375e-02 -5.1224882e+00 1.8107158e-09 2.3909242e-07 4.5105468e-08
2237 1.2706424e+02 6.1248190e+00 4.3193853e-02 -5.1810452e+00 1.8093987e-09 2.3738873e-07 4.5073349e-08
2238 1.2674070e+02 6.1215323e+00 4.3149427e-02 -5.2396451e+00 1.8080832e-09 2.3570090e-07 4.5036688e-08
2239 1.2642234e+02 6.1178307e+00 4.3105154e-02 -5.2982607e+00 1.8067696e-09 2.3402906e-07 4.4995510e-08
2240 1.2610971e+02 6.1137209e+00 4.3060979e-02 -5.3568669e+00 1.8054573e-09 2.3237326e-07 4.4949824e-08
2241 1.2580203e+02 6.1091965e+00 4.3016958e-02 -5.4154325e+00 1.8041464e-09 2.3073365e-07 4.4899655e-08
2242 1.2549983e+02 6.1042600e+00 4.2973035e-02 -5.4739329e+00 1.8028376e-09 2.2911038e-07 4.4845035e-08
2243 1.2520294e+02 6.0989138e+00 4.2929267e-02 -5.5323371e+00 1.8015298e-09 2.2750344e-07 4.4785960e-08
2244 1.2491130e+02 6.0931542e+00 4.2885598e-02 -5.5906226e+00 1.8002237e-09 2.2591301e-07 4.4722462e-08
2245 1.2462473e+02 6.0869816e+00 4.2842084e-02 -5.6487587e+00 1.7989195e-09 2.2433921e-07 4.4654566e-08
2246 1.2434336e+02 6.0804008e+00 4.2798670e-02 -5.7067234e+00 1.7976164e-09 2.2278210e-07 4.4582281e-08
2247 1.2406703e+02 6.0734122e+00 4.2755412e-02 -5.7644863e+00 1.7963148e-09 2.2124181e-07 4.4505633e-08
2248 1.2379584e+02 6.0660147e+00 4.2712254e-02 -5.8220213e+00 1.7950153e-09 2.1971850e-07 4.4424651e-08
2249 1.2352963e+02 6.0582111e+00 4.2669251e-02 -5.8793067e+00 1.7937168e-09 2.1821218e-07 4.4339335e-08
2250 1.2326853e+02 6.0500023e+00 4.2626349e-02 -5.9363126e+00 1.7924199e-09 2.1672299e-07 4.4249714e-08
2251 1.2301235e+02 6.0413914e+00 4.2583604e-02 -5.9930157e+00 1.7911249e-09 2.1525107e-07 4.4155817e-08
2252 1.2276102e+02 6.0323773e+00 4.2540959e-02 -6.0493905e+00 1.7898310e-09 2.1379637e-07 4.4057666e-08
2253 1.2251437e+02 6.0229633e+00 4.2498470e-02 -6.1054117e+00 1.7885387e-09 2.1235893e-07 4.3955300e-08
2254 1.2227272e+02 6.0131526e+00 4.2456081e-02 -6.1610584e+00 1.7872483e-09 2.1093881e-07 4.3848766e-08
2255 1.2203549e+02 6.0029426e+00 4.2413849e-02 -6.2163036e+00 1.7859590e-09 2.0953590e-07 4.3738078e-08
2256 1.2180319e+02 5.9923387e+00 4.2371717e-02 -6.2711268e+00 1.7846712e-09 2.0815026e-07 4.3623282e-08
2257 1.2157545e+02 5.9813424e+00 4.2329741e-02 -6.3255014e+00 1.7833854e-09 2.0678192e-07 4.3504417e-08
2258 1.2135238e+02 5.9699554e+00 4.2287865e-02 -6.3794073e+00 1.7821007e-09 2.0543085e-07 4.3381509e-08
2259 1.2113361e+02 5.9581812e+00 4.2246144e-02 -6.4328202e+00 1.7808175e-09 2.0409705e-07 4.3254599e-08
2260 1.2091946e+02 5.9460238e+00 4.2204523e-02 -6.4857185e+00 1.7795362e-09 2.0278060e-07 4.3123731e-08
2261 1.2070973e+02 5.9334847e+00 4.2163057e-02 -6.5380802e+00 1.7782560e-09 2.0148139e-07 4.2988920e-08
2262 1.2050436e+02 5.9205719e+00 4.2121690e-02 -6.5898861e+00 1.7769773e-09 2.0019949e-07 4.2850212e-08
2263 1.2030295e+02 5.9072893e+00 4.2080478e-02 -6.6411129e+00 1.7757005e-09 1.9893491e-07 4.2707646e-08
2264 1.2010603e+02 5.8936369e+00 4.2039363e-02 -6.6917395e+00 1.7744249e-09 1.9768762e-07 4.2561249e-08
2265 1.1991319e+02 5.8796229e+00 4.1998402e-02 -6.7417449e+00 1.7731511e-09 1.9645769e-07 4.2411070e-08
2266 1.1972457e+02 5.8652474e+00 4.1957539e-02 -6.7911209e+00 1.7718784e-09 1.9524503e-07 4.2257125e-08
2267 1.1953978e+02 5.8505187e+00 4.1916828e-02 -6.8398228e+00 1.7706073e-09 1.9404970e-07 4.2099458e-08
2268 1.1935892e+02 5.8354369e+00 4.1876213e-02 -6.8878512e+00 1.7693380e-09 1.9287171e-07 4.1938110e-08
2269 1.1918203e+02 5.8200086e+00 4.1835751e-02 -6.9351750e+00 1.7680698e-09 1.9171104e-07 4.1773106e-08
2270 1.1900899e+02 5.8042380e+00 4.1795383e-02 -6.9818050e+00 1.7668031e-09 1.9056770e-07 4.1604486e-08
2271 1.1883964e+02 5.7881259e+00 4.1755166e-02 -7.0276915e+00 1.7655383e-09 1.8944175e-07 4.1432295e-08
2272 1.1867407e+02 5.7716786e+00 4.1715042e-02 -7.0728258e+00 1.7642745e-09 1.8833310e-07 4.1256549e-08
2273 1.1851211e+02 5.7549028e+00 4.1675069e-02 -7.1171986e+00 1.7630127e-09 1.8724183e-07 4.1077298e-08
2274 1.1835367e+02 5.7377990e+00 4.1635187e-02 -7.1607813e+00 1.7617519e-09 1.8616789e-07 4.0894566e-08
2275 1.1819855e+02 5.7203780e+00 4.1595454e-02 -7.2035651e+00 1.7604926e-09 1.8511130e-07 4.0708395e-08
2276 1.1804707e+02 5.7026425e+00 4.1555812e-02 -7.2455416e+00 1.7592352e-09 1.8407213e-07 4.0518829e-08
2277 1.1789865e+02 5.6845952e+00 4.1516316e-02 -7.2866829e+00 1.7579789e-09 1.8305029e-07 4.0325884e-08
2278 1.1775358e+02 5.6662471e+00 4.1476910e-02 -7.3269809e+00 1.7567240e-09 1.8204582e-07 4.0129604e-08
2279 1.1761168e+02 5.6475988e+00 4.1437649e-02 -7.3664281e+00 1.7554710e-09 1.8105875e-07 3.9930030e-08
2280 1.1747306e+02 5.6286576e+00 4.1398475e-02 -7.4049976e+00 1.7542191e-09 1.8008904e-07 3.9727187e-08
2281 1.1733732e+02 5.6094263e+00 4.1359445e-02 -7.4426627e+00 1.7529691e-09 1.7913676e-07 3.9521125e-08
2282 1.1720459e+02 5.5899140e+00 4.1320500e-02 -7.4794356e+00 1.7517200e-09 1.7820183e-07 3.9311859e-08
2283 1.1707447e+02 5.5701237e+00 4.1281697e-02 -7.5153097e+00 1.7504725e-09 1.7728430e-07 3.9099436e-08
2284 1.1694747e+02 5.5500606e+00 4.1242978e-02 -7.5502391e+00 1.7492268e-09 1.7638420e-07 3.8883894e-08
2285 1.1682299e+02 5.5297300e+00 4.1204399e-02 -7.5842382e+00 1.7479822e-09 1.7550148e-07 3.8665259e-08
2286 1.1670135e+02 5.5091389e+00 4.1165901e-02 -7.6172802e+00 1.7467394e-09 1.7463621e-07 3.8443580e-08
2287 1.1658216e+02 5.4882946e+00 4.1127542e-02 -7.6493799e+00 1.7454977e-09 1.7378832e-07 3.8218875e-08
2288 1.1646551e+02 5.4671984e+00 4.1089261e-02 -7.6804920e+00 1.7442574e-09 1.7295785e-07 3.7991187e-08
2289 1.1635123e+02 5.4458634e+00 4.1051117e-02 -7.7106319e+00 1.7430190e-09 1.7214483e-07 3.7760556e-08
2290 1.1623943e+02 5.4242911e+00 4.1013050e-02 -7.7397740e+00 1.7417816e-09 1.7134921e-07 3.7527009e-08
2291 1.1612970e+02 5.4024908e+00 4.0975118e-02 -7.7679335e+00 1.7405461e-09 1.7057107e-07 3.7290594e-08
2292 1.1602236e+02 5.3804677e+00 4.0937260e-02 -7.7950866e+00 1.7393116e-09 1.6981033e-07 3.7051328e-08
2293 1.1591701e+02 5.3582313e+00 4.0899534e-02 -7.8212092e+00 1.7380785e-09 1.6906704e-07 3.6809256e-08
2294 1.1581377e+02 5.3357850e+00 4.0861880e-02 -7.8463374e+00 1.7368473e-09 1.6834121e-07 3.6564416e-08
2295 1.1571245e+02 5.3131343e+00 4.0824356e-02 -7.8704080e+00 1.7356171e-09 1.6763282e-07 3.6316837e-08
2296 1.1561295e+02 5.2902886e+00 4.0786902e-02 -7.8934577e+00 1.7343887e-09 1.6694192e-07 3.6066564e-08
2297 1.1551529e+02 5.2672515e+00 4.0749575e-02 -7.9154621e+00 1.7331614e-09 1.6626845e-07 3.5813618e-08
2298 1.1541936e+02 5.2440305e+00 4.0712316e-02 -7.9364388e+00 1.7319354e-09 1.6561244e-07 3.5558040e-08
2299 1.1532517e+02 5.2206312e+00 4.0675181e-02 -7.9563467e+00 1.7307114e-09 1.6497393e-07 3.5299872e-08
2300 1.1523245e+02 5.1970611e+00 4.0638112e-02 -7.9751831e+00 1.7294883e-09 1.6435288e-07 3.5039139e-08
2301 1.1514120e+02 5.1733237e+00 4.0601165e-02 -7.9929850e+00 1.7282671e-09 1.6374932e-07 3.4775891e-08
2302 1.1505152e+02 5.1494307e+00 4.0564280e-02 -8.0096912e+00 1.7270468e-09 1.6316311e-07 3.4510156e-08
2303 1.1496284e+02 5.1253836e+00 4.0527515e-02 -8.0253596e+00 1.7258280e-09 1.6259418e-07 3.4241988e-08
2304 1.1487584e+02 5.1011921e+00 4.0490810e-02 -8.0399295e+00 1.7246110e-09 1.6204245e-07 3.3971438e-08
2305 1.1478975e+02 5.0768635e+00 4.0454223e-02 -8.0534397e+00 1.7233950e-09 1.6150778e-07 3.3698544e-08
2306 1.1470488e+02 5.0524018e+00 4.0417692e-02 -8.0658691e+00 1.7221808e-09 1.6099013e-07 3.3423364e-08
2307 1.1462102e+02 5.0278164e+00 4.0381276e-02 -8.0772178e+00 1.7209677e-09 1.6048931e-07 3.3145928e-08
2308 1.1453812e+02 5.0031130e+00 4.0344914e-02 -8.0874853e+00 1.7197563e-09 1.6000530e-07 3.2866294e-08
2309 1.1445596e+02 4.9782972e+00 4.0308664e-02 -8.0966710e+00 1.7185459e-09 1.5953794e-07 3.2584502e-08
2310 1.1437485e+02 4.9533787e+00 4.0272466e-02 -8.1047941e+00 1.7173369e-09 1.5908716e-07 3.2300600e-08
2311 1.1429440e+02 4.9283610e+00 4.0236376e-02 -8.1118365e+00 1.7161298e-09 1.5865290e-07 3.2014643e-08
2312 1.1421455e+02 4.9032539e+00 4.0200336e-02 -8.1177798e+00 1.7149236e-09 1.5823498e-07 3.1726662e-08
2313 1.1413528e+02 4.8780609e+00 4.0164402e-02 -8.1226624e+00 1.7137192e-09 1.5783335e-07 3.1436714e-08
2314 1.1405671e+02 4.8527936e+00 4.0128514e-02 -8.1264854e+00 1.7125158e-09 1.5744787e-07 3.1144838e-08
2315 1.1397846e+02 4.8274537e+00 4.0092729e-02 -8.1292122e+00 1.7113142e-09 1.5707852e-07 3.0851091e-08
2316 1.1390064e+02 4.8020509e+00 4.0056988e-02 -8.1308831e+00 1.7101136e-09 1.5672509e-07 3.0555506e-08
2317 1.1382306e+02 4.7765927e+00 4.0021347e-02 -8.1314805e+00 1.7089144e-09 1.5638755e-07 3.0258134e-08
2318 1.1374584e+02 4.7510828e+00 3.9985747e-02 -8.1310065e+00 1.7077170e-09 1.5606579e-07 2.9959028e-08
2319 1.1366859e+02 4.7255288e+00 3.9950244e-02 -8.1294820e+00 1.7065205e-09 1.5575969e-07 2.9658224e-08
2320 1.1359163e+02 4.6999384e+00 3.9914779e-02 -8.1269097e+00 1.7053258e-09 1.5546920e-07 2.9355781e-08
2321 1.1351456e+02 4.6743170e+00 3.9879409e-02 -8.1232735e+00 1.7041321e-09 1.5519415e-07 2.9051729e-08
2322 1.1343751e+02 4.6486742e+00 3.9844073e-02 -8.1185957e+00 1.7029402e-09 1.5493449e-07 2.8746127e-08
2323 1.1336047e+02 4.6230136e+00 3.9808830e-02 -8.1128791e+00 1.7017492e-09 1.5469008e-07 2.8439013e-08
2324 1.1328319e+02 4.5973446e+00 3.9773618e-02 -8.1061267e+00 1.7005601e-09 1.5446088e-07 2.8130444e-08
2325 1.1320567e+02 4.5716728e+00 3.9738495e-02 -8.0983613e+00 1.6993718e-09 1.5424671e-07 2.7820453e-08
2326 1.1312783e+02 4.5460074e+00 3.9703401e-02 -8.0895683e+00 1.6981850e-09 1.5404752e-07 2.7509092e-08
2327 1.1304968e+02 4.5203521e+00 3.9668394e-02 -8.0797514e+00 1.6969999e-09 1.5386321e-07 2.7196410e-08
2328 1.1297114e+02 4.4947180e+00 3.9633412e-02 -8.0689521e+00 1.6958158e-09 1.5369366e-07 2.6882449e-08
2329 1.1289222e+02 4.4691068e+00 3.9598514e-02 -8.0571559e+00 1.6946334e-09 1.5353881e-07 2.6567263e-08
2330 1.1281266e+02 4.4435297e+00 3.9563638e-02 -8.0443676e+00 1.6934520e-09 1.5339849e-07 2.6250885e-08
2331 1.1273247e+02 4.4179882e+00 3.9528844e-02 -8.0306113e+00 1.6922723e-09 1.5327266e-07 2.5933373e-08
2332 1.1265176e+02 4.3924917e+00 3.9494069e-02 -8.0158728e+00 1.6910936e-09 1.5316118e-07 2.5614765e-08
2333 1.1257034e+02 4.3670436e+00 3.9459372e-02 -8.0001764e+00 1.6899167e-09 1.5306401e-07 2.5295117e-08
2334 1.1248817e+02 4.3416529e+00 3.9424692e-02 -7.9835274e+00 1.6887407e-09 1.5298097e-07 2.4974463e-08
2335 1.1240504e+02 4.3163250e+00 3.9390088e-02 -7.9659311e+00 1.6875665e-09 1.5291201e-07 2.4652859e-08
2336 1.1232109e+02 4.2910632e+00 3.9355497e-02 -7.9474117e+00 1.6863932e-09 1.5285700e-07 2.4330344e-08
2337 1.1223632e+02 4.2658785e+00 3.9320979e-02 -7.9279755e+00 1.6852212e-09 1.5281585e-07 2.4006968e-08
2338 1.1215048e+02 4.2407722e+00 3.9286472e-02 -7.9076100e+00 1.6840510e-09 1.5278851e-07 2.3682783e-08
2339 1.1206356e+02 4.2157532e+00 3.9252036e-02 -7.8863583e+00 1.6828817e-09 1.5277480e-07 2.3357823e-08
2340 1.1197571e+02 4.1908285e+00 3.9217607e-02 -7.8642266e+00 1.6817141e-09 1.5277467e-07 2.3032144e-08
2341 1.1188655e+02 4.1660014e+00 3.9183245e-02 -7.8412037e+00 1.6805475e-09 1.5278798e-07 2.2705786e-08
2342 1.1179639e+02 4.1412786e+00 3.9148889e-02 -7.8173147e+00 1.6793827e-09 1.5281470e-07 2.2378803e-08
2343 1.1170487e+02 4.1166671e+00 3.9114597e-02 -7.7925841e+00 1.6782187e-09 1.5285464e-07 2.2051230e-08
2344 1.1161212e+02 4.0921700e+00 3.9080308e-02 -7.7670195e+00 1.6770565e-09 1.5290777e-07 2.1723123e-08
2345 1.1151796e+02 4.0677959e+00 3.9046082e-02 -7.7406098e+00 1.6758952e-09 1.5297394e-07 2.1394522e-08
2346 1.1142269e+02 4.0435460e+00 3.9011854e-02 -7.7133993e+00 1.6747356e-09 1.5305310e-07 2.1065480e-08
2347 1.1132578e+02 4.0194288e+00 3.8977687e-02 -7.6853768e+00 1.6735770e-09 1.5314510e-07 2.0736035e-08
2348 1.1122755e+02 3.9954473e+00 3.8943516e-02 -7.6565687e+00 1.6724201e-09 1.5324987e-07 2.0406239e-08
2349 1.1112762e+02 3.9716081e+00 3.8909403e-02 -7.6269822e+00 1.6712640e-09 1.5336729e-07 2.0076134e-08
2350 1.1102632e+02 3.9479176e+00 3.8875284e-02 -7.5966441e+00 1.6701097e-09 1.5349730e-07 1.9745773e-08
2351 1.1092347e+02 3.9243787e+00 3.8841219e-02 -7.5655436e+00 1.6689564e-09 1.5363974e-07 1.9415191e-08
2352 1.1081901e+02 3.9009960e+00 3.8807147e-02 -7.5337260e+00 1.6678047e-09 1.5379453e-07 1.9084424e-08
2353 1.1071279e+02 3.8777777e+00 3.8773126e-02 -7.5011803e+00 1.6666539e-09 1.5396153e-07 1.8753494e-08
2354 1.1060493e+02 3.8547264e+00 3.8739095e-02 -7.4679523e+00 1.6655049e-09 1.5414068e-07 1.8422435e-08
2355 1.1049544e+02 3.8318466e+00 3.8705114e-02 -7.4340139e+00 1.6643567e-09 1.5433178e-07 1.8091266e-08
2356 1.1038409e+02 3.8091462e+00 3.8671119e-02 -7.3994100e+00 1.6632103e-09 1.5453477e-07 1.7760020e-08
2357 1.1027107e+02 3.7866259e+00 3.8637172e-02 -7.3641668e+00 1.6620647e-09 1.5474949e-07 1.7428720e-08
2358 1.1015616e+02 3.7642937e+00 3.8603210e-02 -7.3282752e+00 1.6609209e-09 1.5497589e-07 1.7097398e-08
2359 1.1003955e+02 3.7421502e+00 3.8569292e-02 -7.2917634e+00 1.6597780e-09 1.5521378e-07 1.6766074e-08
2360 1.0992102e+02 3.7202014e+00 3.8535357e-02 -7.2546213e+00 1.6586363e-09 1.5546306e-07 1.6434778e-08
2361 1.0980058e+02 3.6984496e+00 3.8501465e-02 -7.2169127e+00 1.6574964e-09 1.5572365e-07 1.6103540e-08
2362 1.0967819e+02 3.6769024e+00 3.8467553e-02 -7.1786096e+00 1.6563573e-09 1.5599538e-07 1.5772383e-08
2363 1.0955386e+02 3.6555603e+00 3.8433681e-02 -7.1397587e+00 1.6552199e-09 1.5627821e-07 1.5441339e-08
2364 1.0942756e+02 3.6344272e+00 3.8399788e-02 -7.1003503e+00 1.6540834e-09 1.5657192e-07 1.5110428e-08
2365 1.0929928e+02 3.6135086e+00 3.8365933e-02 -7.0604303e+00 1.6529484e-09 1.5687647e-07 1.4779683e-08
2366 1.0916919e+02 3.5928086e+00 3.8332054e-02 -7.0199897e+00 1.6518145e-09 1.5719170e-07 1.4449126e-08
2367 1.0903676e+02 3.5723273e+00 3.8298211e-02 -6.9790570e+00 1.6506823e-09 1.5751754e-07 1.4118790e-08
2368 1.0890248e+02 3.5520719e+00 3.8264342e-02 -6.9376405e+00 1.6495509e-09 1.5785381e-07 1.3788695e-08
2369 1.0876620e+02 3.5320442e+00 3.8230508e-02 -6.8957864e+00 1.6484213e-09 1.5820044e-07 1.3458873e-08
2370 1.0862771e+02 3.5122480e+00 3.8196646e-02 -6.8534682e+00 1.6472925e-09 1.5855727e-07 1.3129348e-08
2371 1.0848719e+02 3.4926866e+00 3.8162817e-02 -6.8107322e+00 1.6461653e-09 1.5892426e-07 1.2800152e-08
2372 1.0834461e+02 3.4733618e+00 3.8128958e-02 -6.7675871e+00 1.6450395e-09 1.5930121e-07 1.2471306e-08
2373 1.0820000e+02 3.4542769e+00 3.8095129e-02 -6.7240607e+00 1.6439145e-09 1.5968802e-07 1.2142838e-08
2374 1.0805314e+02 3.4354372e+00 3.8061269e-02 -6.6801629e+00 1.6427912e-09 1.6008462e-07 1.1814780e-08
2375 1.0790424e+02 3.4168405e+00 3.8027439e-02 -6.6359038e+00 1.6416688e-09 1.6049082e-07 1.1487152e-08
